email,booth,website,bio,fax,phone,name,address 
melodytextile@aliyun.com,Booth no.:  6.2M47,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 88936160,(86) 0573 88936160,"Tongxiang Melody Textile Co.,Ltd.","Shanghai Road C1106,China HangzhouBay Textile City"
wanghq88@126.com,Booth no.:  6.2A47,http://www.xnbtex.com,Upholstery Fabrics,(86) 0573 88516618,(86) 0573 88576029,Tongxiang New Nopon Textile Co.Ltd,33001637265059516618
279908986@qq.com,Booth no.:  6.2C40,,"Textile for Household Products, Other decorative products",(86)  88939393,(86)  13867396719,"Tongxiang Semech Home Textile Co.,Ltd","DAMA CLOTH INDUSTRIAL ZONE,DAMA TOWN,TONGXIANG(INSIDE TONGXIANG SHIQIAO CLOTH CO.LTD"
yaoyj1985817@126.com,Booth no.:  6.2J42,,Upholstery Fabrics,(86) 0573 88931155,(86) 0573 88931133,"Tongxiang Sende Textile Co.,Ltd","No.3 industrial Zone Dama Town,Tongxiang city"
zhoushuiqi@126.com,Booth no.:  6.2N25,,Upholstery Fabrics,(86) 0573 88539283,(86) 0573 88539283,"Tongxiang Shengxin Textile Co.,Ltd","CHONGFU INDUSTRIAL,CHONGFU CITY,ZHEJIANG,CHINA"
yyd693979@163.com,Booth no.:  6.2J74,,Upholstery Fabrics,(86) 0573 88621216,(86) 0573 88621217,"Tongxiang Tangteng Textile Co.,Ltd",No.358West Qinqiu RoadShimen TownTongxiang CityZhejiang Province
sveda@teliya-textile.com,Booth no.:  6.2C50,http://txteliya.en.alibaba.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 88496868,(86) 0573 88496861,"Tongxiang Teliya Home-Textile Co.,Ltd.","NO.9 STAGE 5 OF DAMA INDUSTRIAL ZONE,"
president@dtons.com,Booth no.:  6.2C72,,"Upholstery Fabrics, Wall covering products",(86) 0573 88938256,(86) 0573 88938252,"Tongxiang Tenghui Textile Co.,Ltd","NO.5 AREA 3, DAMA TOWN, TONGXIANG CITY"
360655336@qq.com,Booth no.:  6.2A63,,Upholstery Fabrics,(86) 0573 88495598,(86) 0573 88495597,"Tongxiang Lihua Textile Co.,Ltd.",NO:1 THE THIRD PHASE OF INDUSTRIAL GARDEN DAMA TOWN
cathy@txlgby.com ;  songli8616@126.com,Booth no.:  6.2F72,,"Materials of bedding (fabrics, yarns etc), Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Table & kitchen linens",(86) 0573 88493000,(86) 0573 88939997,"Tongxiang Longgeng Textile Co.,Ltd","The 2nd Textile Industrial Zone,Dama Town,Tongxiang City,"
echozhu520@aliyun.com,Booth no.:  3G76,,Sun Protection Systems & Accessories,(86) 0573 88938567,(86) 0573 88908333,"Tongxiang Changsheng Textile Treating Co.,Ltd."," 6#,DAMA INDUSTRIAL ZONE THREE,TONGXIANG CITY,ZHEJIANG PROVINCE,CHINA"
chuanglong2013@126.com,Booth no.:  6.2F35,http://www.txchuanglong.com,Upholstery Fabrics,(86) 0573 88400703,(86) 0573 88666636,"Tongxiang Chuanglong Textile Co.,Ltd","SHIMEN INDUSTRIAL ZONE,TONGXIANG CITY ZHEJIANG CHINA"
kevin@zhuoyitex.com,Booth no.:  6.2N20,http://www.zhuoyitex.cn,"Upholstery leather & Soft decoration, Textile for Household Products",(86) 0573 88456789,(86) 0573 88388883,"Tongxiangzhuoyi Export Co.,Ltd.","NO.366hangfu road.chongfu economic development zone,tongxiang zhejiang."
52194050@qq.com,"Booth no.:  5.2K02,5.2N05,6.2T51,6.2T18",,Upholstery Fabrics,(86)  87557890,(86)  15988335799,True Color,XUCUN TOWN HAINING CITY
vascotextile@gmail.com,Booth no.:  4.1F79,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Other home textile products, Printing & CAD/ CAM/ CIM system",(212) 522 70 1933,(212) 522 70 1935 / 70 9868,Vasco,"Z I Ben M'sick Sidi Othmane Rue 2 BIS N 24, Casablanca 20450, Morocco"
zane@mcneil.com.au,Booth no.:  4.1F11,http://wamhomedecor.com.au,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc)",(61) 3 8390 3300,(61) 3 8390 3333,William A McNeil & Co Pty Ltd,"WAM Home Du00e9cor, 400 Foleys Rd, Derrimut VIC 3030, Australia"
116765079@qq.com,Booth no.:  6.2A15,http://www.niwotextile.cn,Upholstery Fabrics,(86) 0573 88861788,(86) 0573 88866125,"Tongxiang Niwo Textile Co.,Ltd","18 TongXiang Road,TuDian,TongXiang City,China"
shhzwctc@163.com,Booth no.:  6.2N51,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 88936660,(86) 0573 89375233,"Tongxiang Shuangqi Textile Co.,Ltd","The third floor,building No.2,No.16,Fourth period of industrial park,"
willwang0209@163.com,Booth no.:  6.2C36,http://www.usboomchina.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 88497800,(86) 0573 88496700,"Tongxiang Usboom Textile Co.,Ltd","Town of Dama, technology pioneer park Area A-15"
weavingmay@hotmail.com,Booth no.:  4.1A08,,"Bedding & Towelling, Table & kitchen linens",(86) 0573 82510073,(86) 0573 88938381,"Tongxiang Weavingmay Imp.&Exp.; Co.,Ltd","#5 weavingmay industrial estate,tongxiang Zhejiang P.R.C."
laura@wendaotextile.com,Booth no.:  6.2C35,http://www.wendaotex.com,Upholstery Fabrics,(86) 0573 80899885,(86) 0573 80899886,"Tongxiang Wendao Textile Co.,Ltd","No.66 JuXian Road,Zhouquan,Tongxiang 314513 Zhejiang, China"
tonyveludo@foxmail.com,Booth no.:  5.1C30,http://www.tonyveludo.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories, Textile for smart home, Other home textile products, Textiles for hospitality industry",(86) 573 8089 1089,(86) 573 8811 2277,Tony Veludo,"No 3852 East Huancheng Rd,  Tongxiang City, Zhejiang 314500, China"
tatsuyuki_fujita@stc.toyobo.co.jp,Booth no.:  4.1F19,http://www.stc.toyobo.co.jp,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion",(81) 6 6348 3260,(81) 6 6348 4456,Toyobo Co Ltd,"2-2-8 Dojimahama, Kita-ku, Osaka Japan"
tdap@tdap.gov.pk,Booth no.:  4.1F07,http://www.tdap.gov.pk,,,,Trade Development Authority of Pakistan (TDAP),"5/F Block A, Finance & Trade Centre, P O Box 1293, Shahrah-E-Faisal, Karachi 75200, Pakistan"
,Booth no.:  4.1H67,http://www.ekonomi.gov.tr,,,   +(90) 312 204 75 00,TURKEY  - Discover the Potential: Country Lounge,Su00f6u011fu00fctu00f6zu00fc Mah. 2176. Sok. No:63 u00c7ankaya 06530 Ankara Turkey
1973509146@qq.com,Booth no.:  6.1H37,,Upholstery Fabrics,(86) 0571 86172936,(86) 0571 86172936,Two Worlds Textile  ,"Zhejiang province, HangZhou city, Yuhang district, nanyuan street, HeHe Wealth center, No 1. Buildin"
info@uhomecorp.com,Booth no.:  4.1F80,http://www.otefabrics.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 021 58328292,(86) 021 58328291,Uhome Lp Corp.,"No.6, Lane 1231, Beijing xi Road"
info@velvet.ma,Booth no.:  4.1C59,http://www.alami.ma,Upholstery Fabrics,(212) 522 592 413,(212) 522 592 201,Velvetex,"Zone indust Oulad Salah, Bouskoura, Casablanca 20000, Morocco"
dong19872009@Hotmail.com,"Booth no.:  6.2A107,6.2T13",,Upholstery Fabrics,(86)  87558538,(86)  15990333998,Venus Textiles,NO.9 XINGFENG ROAD XUCUN INDUSTRIAL ZONE HAINING ZHEJIANG CHINA. P.C.:314409
alantsai.vida@gmail.com,Booth no.:  4.1B79,http://www.texonly.com.cn,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(886) 2 2276 9613,(886) 2 2276 9615,Vida International Textile Co Ltd,"No 54, Ln 113, Huacheng Rd, New Taipei City 242, Taiwan, China"
elvis-gao@wincomflock.com,Booth no.:  3C33,http://www.wincomflock.com,Upholstery Fabrics,(86) 0510 83262777,(86) 0510 83267688-8021,"Wincom Flock Wuxi Co., Ltd.","Yuanqu Road, Tianshou Village,Shitangwan Town,Wuxi City "
fang0090088@hotmail.com,Booth no.:  3J42,http://www.aettex.com,"Upholstery Fabrics, Wall covering products",(86)  83399933,(86)  05068932011,"Wu Xi Aet Textile Co.,Ltd","qian zhou town wu xi city ,jiang su china"
bieice@hotmail.com,Booth no.:  6.2N33,,Upholstery Fabrics,(86) 0573 88867828,(86) 0573 88865565,"Tongxiang Xingyu Warp Knitting Hairs Co.,Ltd","NO.39 TIANCAI ROAD, TUDIAN TOWN, TONGXIANG CITY, ZHEJIANG PROVINCE, CHINA"
jimmyhan0086@hotmail.com,Booth no.:  3K96,,Upholstery Fabrics,(86) 0512 63599776,(86) 0512 63599776,"Wujiang Hailiang Textile Co.,Ltd","Liguo  road shengze town , suzhou city jaingsu China "
susanfei@txyuhao.com,Booth no.:  3H58,http://www.txyuhao.com,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread), Materials of bedding (fabrics, yarns etc), Terry & toweling products & bath mats, Carpet & Rugs",(86) 573 88718886,(86) 573 88752999,"Tongxiang Yuhao Textile Co., Ltd.","NO. 12 XINYUAN ROAD, MINXING INDUSTRIAL ZONE, WUZHEN, TONGXIANG CITY, ZHEJIANG PROVINCE, CHINA"
berniejin@163.com,Booth no.:  4.1F72,http://WWW.XBL-TEX.COM,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Wall covering products",(86) 0573 88492299,(86) 0573 88938222,"Tongxiang Xinbaolai Textile Co.,Ltd.","DAMA DECORATION FABRIC INDUSTRIAL ZONE, TONGXIANG, ZHEJIANG "
ellen.ouyang@tfxchina.com,Booth no.:  4.1F65,http://www.tfx.de,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Other home textile products, Machinery for Home Textile (Digital printing, sewing machine), Design Artwork, Testing & Certification",(86) 571 8667 4297,(86) 571 8667 4295,Transfertex GmbH & Co Thermodruck KG,"Lindigstrabe 7, Kleinosthelm 63801, Germany"
,Booth no.:  4.1F65,,,,,Transfertex Hangzhou Co Ltd,"Chengye Lu 12, Binjiang Qu, Hangzhou 310053, China"
victoria@trendart.eu; trendart.gabriele@gmail.com,Booth no.:  4.1C25,http://www.trendart.eu,"Other home textile products, Design Artwork, Testing & Certification",,  39 33 8969 2836 / 39 320 2837 6349,TRENDART by EVO Studio Sagl,"Via Vela, 4, Chiasso 6830, Switzerland"
textiles@ukft.org,Booth no.:  4.1H25,http://www.ukft.org,,(44) 20 78439478,(44) 20 7843 9640,UK Fashion & Textile Association (UKFT),"3 Queen Square, Bloomsbury, London WC1N 3AR, United Kingdom"
tanerb@uib.org.tr,Booth no.:  4.1G68,http://www.uib.org.tr,,(90) 224 210 1099,(90) 224 219 1000,Uludag Textile Exporters' Association (UTIB),"Org San Bolgesi Kahverengi Cad No 11, Bursa 16140, Turkey"
wang.hui@unichinadistribution.com,Booth no.:  5.1F18,http://www.unichinatextile.com,"Bedding & Towelling, Cushion, Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor), Textile for Household Products, Wall covering products, Carpet & Rugs, Table & kitchen linens",(86) 10 6409 6239,(86) 10 6409 6659 ext 17,Unichina Distribution Ltd,"Rm 1405, Tower B2, , Beijing 100012, China"
qichengxiao@163.com,Booth no.:  4.1B03,,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",(86) 0571 85028109,(86) 0571 85028101,"Vinna Home Textile Co .,Ltd","RM 903,JINHUI BUILDING NO 631ZHONGSHAN "
nrp53834@nifty.com,Booth no.:  4.1B10,http://www.wsk.co.jp,"Bedding & Towelling, Bedding products (bed linen, blanket, bedspread)",(81) 6 6226 8687,(81) 6 6226 8686,Wakayama Senko Co Ltd,"32, Nojo, Wakayama City 640-8344, Japan"
sales@warren.cn,Booth no.:  6.2K03,http://www.warren.cn,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0512 81616262,(86) 0512 82780710,"Warren Synthetic Leather(Suzhou)Co.,Ltd.","NO.39 LUCHANG RD.,LUHE DIST.,HUANGJING TOWN "
cantex@126.com,Booth no.:  3K80,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0512 63537801,(86) 0512 63537802,"Wujiang Canyu Textile Co.,Ltd","Shengtian development zone,Shengze town"
417944173@qq.com,Booth no.:  3N45,http://www.chuanghuitex.en.alibaba.com,"Upholstery Fabrics, Wall covering products",(86) 0512 63310069,(86) 0512 63310069,"Wujiang Chuanghui Textile Co.,Ltd","No.8 building 16,South Business Zone ,Light "
jackwang@fuhuafabric.com,Booth no.:  3Q29,http://www.fuhuafabric.com,"Curtain, window screening products (fabrics & fine products), Textile for Household Products",(86) 0512 63526550,(86) 0512 63526887,"Wujiang City Fuhua Textiles Co.,Ltd","Room No.501-505,Building B, Foreign Trade Zone, "
248946403@qq.com,Booth no.:  6.2C23,,"Upholstery Fabrics, Wall covering products",(86) 0573 88932666,(86) 0573 88932666,Tongxiang Xinjiali Textile Wea Ving Factiry,Dama Tongxiang Zhejiang
125072539@qq.com,Booth no.:  6.2N01,,Upholstery Fabrics,(86)  88939666,(86)  88495166,"Tongxiang Xinsili Textile Co.,Ltd","Yunhe Bridge,Industrial area,Dama,Tongxiang"
841742482@qq.com,Booth no.:  6.2J68,,Upholstery Fabrics,(86) 0573 88493886,(86) 0573 88493885,"Tongxiang Yadie Textile Co.,Ltd.","Xujieli,Baifu Village,Dama Town,Tongxiang City,Zhejiang Province."
szh660688@163.com,Booth no.:  6.2P55,http://www.huaxuntex.com,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products), Upholstery leather & Soft decoration, Sun protection systems (sunshade, roman, venetian blind)",(86)  63557111,(86)  63557211,"Wujiang Huaxun Textile Co.,Ltd","Rom407-1188th Yuanqu Road,ShengzeSuzhou,jiangsu"
pekkotex@aliyun.com,Booth no.:  4.1H28,http://www.pekkotex.com,Upholstery Fabrics,(86) 512 6352 0072,(86) 512 6352 0062,Wujiang Pekko Textile Co Ltd,"Nanxiao Development Area, Suzhou, Jiangsu 215228, China"
bengao7900@126.com;tony@wjuptex.com,Booth no.:  4.1F105,http://www.wjuptex.com/,,(86) 512 6352 3211,(86) 512 6313 1446,Wujiang Uptex Co Ltd,"3-707, Dongsheng Walking St, Shengze Town, Wujiang City, Jiangsu 215228, China"
misschan10@yeah.net,Booth no.:  6.2A35,,Upholstery Fabrics,(86) 0573 88931127,(86) 0573 88771127,"Tongxiang Zhenruiger Textile Co.,Ltd","Mengyuan River,Chongyi Village,Dama Town,Tongxiang City,Zhejiang Province."
candy_8611@163.com,Booth no.:  6.2A37,,Upholstery Fabrics,(86) 0573 88105066,(86) 0573 88192611,"Tongxiang Zhihua Home Textile Co., Ltd.","NO. 19 ZHANYE ROAD, LINGAN TOWN, FENGMING DISTRICT,TONGXIANG CITY"
279908986@qq.com,Booth no.:  6.2J39,,Upholstery Fabrics,(86)  88938117,(86)  15996730588,"Tongxiang Zhuotai Tectile Co.,Ltd",Tongxiang City Town Village Lu Jiadai hemp
,Booth no.:  4.1C25,,,,,Trendart SRL,"22100, Italy"
svenja.fromm@trevira.com,Booth no.:  5.1K29,http://www.trevira.com,"Other home textile products, Textiles for hospitality industry",(49) 8234 9688 5342,(49) 8234 9688 2504,Trevira GmbH,"Philipp Reis Str 4, Hattersheim, 65795, Germany"
,Booth no.:  4.1A33,,,,,United Fashion (Shanghai) Creative & Design Ltd,"Rm 1306A, No 546 High Street Loft, Changning Rd, Shanghai, China"
c.zhao@up-style.asia,Booth no.:  3G91,http://WWW.UNIVERS.COM.CN,"Wall covering products, Textile for Household Products, Wall covering products",(86)  64286895,(86)  13795371389,"Univers(Wuxi)Decorative Fabric Co.,Ltd","NO,171,YOUSHEN ROAD,XISHAN ECONOMIC DEVELOPMENT "
shengchen@china.com,Booth no.:  4.1B73,http://www.hzshengchen.com,,(886) 2 2768 5685,(886) 2 2764 0560,Vanttex International Co Ltd,"8F, No 18, Alley 32, Lane 245, Sec 4, Bade Rd, Songshan Dist, Taipei  10561, Taiwan, China"
fullsmartdevelop@163.com,Booth no.:  3Q21,,"Bedding products (bed linen, blanket, bedspread), Upholstery Fabrics",(86) 0631 8800979,(86) 0631 8800989,Weihai Dewei Textile Factory,"SHANTOU ROAD WENDENG, WIEHAI CITY"
ec@haimacarpet.com,Booth no.:  3L05,http://www.haimacarpet.com,Other home textile products,(86) 0631 5921150,(86) 0631 5921150,"Weihai Haima Carpet Group Co.,Ltd.","NO.329 Qingdao South R.d,Weihai Shandong, P.R.China"
lenly@wanlongxin.com,Booth no.:  3C45,http://www.yjfzp.cn.alibaba.com,Upholstery Fabrics,(86) 0512 63516819,(86) 0512 63523873,"Wujiang City Yunjie Textile Co.,Ltd",333# Road Xinwu Shengze Town Wujiang city Jiangsu 
christina@decorationtex.com,Booth no.:  3C39,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0512 63522020,(86) 0512 63521010,"Wujiang Decoration Textiles Co.,Ltd","12-118,No. 999, Western Second Ring Road, Shengze, 215228 Wujiang, Jiangsu, China"
578006767@qq.com,Booth no.:  6.2P75,,Upholstery Fabrics,(86) 0510 80226399,(86) 0510 80226398,"Wuxi Junyang Textile Co.,Ltd","YUQI TOWN,HUISHAN DISTRICT,WUXI CITY,JIANGSU,CHAINA"
oke2011@163.com,Booth no.:  6.2C47,,Upholstery Fabrics,(86) 0573 88081558,(86) 0573 88081668,"Tongxiang Yafei Textile Co.,Ltd","Sanxing Village,Wutong Street,Tongxiang,Zhejiang"
johnny@yaya-textile.com,Booth no.:  6.2C37,http://yaya.en.alibaba.com,Upholstery Fabrics,(86) 0573 89392558,(86) 0573 89392548,Tongxiang Yaya Textile Co Ltd,"jizibang industrial area,dama,tongxiang,zhejiang"
Tina@yibangtex.com.cn,Booth no.:  6.2J18,,Upholstery Fabrics,(86) 0573 88497998,(86) 0573 88497928,"Tongxiang Yibang Textile Co.,Ltd","The Sixth Development Zone No.1 Dama Town,Tongxiang City,China "
johnver@wanlongtex.com; maria@wanlongtex.com,Booth no.:  4.1C65,http://www.wanlongtex.com,"Bedding & Towelling, Materials of bedding (fabrics, yarns etc), Cushion, Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 512 6308 1555,(86) 512 6365 9100,Wujiang Wanlong Textile Co Ltd,"No 1 Dongyu Rd,  Pingwang Town, Wujiang District, Suzhou 215221, China"
hzy@winsda.com,Booth no.:  3C75,http://www.winsda.com,Upholstery Fabrics,(86) 0512 63510067,(86) 0512 63510057,"Wujiang Wanshida Textiles Co.,Ltd.","No.889 of Nanhuan Rd,Shengze,Suzhou"
johnson18957370382@vip.163.com,Booth no.:  6.2N11,,"Upholstery Fabrics, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0573 88180728,(86) 0573 88180728,Tongxiang Zhuoxin Textile.Co.Ltd.,"NO.228,TONGNAN SUBDISTRICT,WUTONG DISTRICT,TONGXIANG "
644959970@qq.com,Booth no.:  6.2T67,,Upholstery Fabrics,(86) 0573 88491306,(86) 0573 88931588,"Tongxiangaoshalaitextileco.,Ltd","IndustrianiZone,Tongxiangcity,ZhejiangProvince,China"
txdmzjl@126.com,Booth no.:  6.2A71,,Upholstery Fabrics,(86) 0573 88496893,(86)  13586313388,"Tongxiangshi  Aotesi  Fabrics  Co.,Ltd",develope-zone  dama  town tongxaing  city 
gerry@tristartex.com,Booth no.:  3G72,http://www.tristartex.com,"Curtain, window screening products (fabrics & fine products), Sun Protection Systems & Accessories",(86) 010 65543421,(86) 010 51664060,Tristar-Tex,"RM304,Unit2,Meihui BLGD,No.58 Dongzhong ST.,"
zhengyuan.leather@hotmail.com,Booth no.:  6.2M07,,"Upholstery Fabrics, Upholstery leather & Soft decoration",(86) 0577 86658996,(86) 0577 86860898,"Wenzhou Zhengyuan Leather Co.,Ltd","Room 3-701,Wankang Fortune Plaza,Longxiang Road,"
sam_etextile@163.com,Booth no.:  3C40,,Upholstery Fabrics,(86) 0512 63598660,(86) 0512 63598990,"Wujiang E-Tex Co.,Lte.","No.2511,NanSanHuan Road,ShengZe,WuJiang City,JiangSu Province,China"
edison@enzotex.com,Booth no.:  4.1H100,http://www.enzotex.com,Upholstery Fabrics,(86) 0512 63513445,(86) 0512 63513442,"Wujiang Enzo Textile Co.,Ltd",North Gate No.68 Nansanhuan Road Shengze Wujiang Suzhou Jiangsu
156018129@qq.com,Booth no.:  6.2M81,http://WWW.WXMEGATEX.COM,Upholstery Fabrics,(86) 0510 85840283,(86) 0510 85842108,"Wuxi Mega Textile & Leather Co.,Ltd"," RM 1303NO.100 JINXI ROAD,WUXI CITY , CHINA , 214125"
wendy@pengdaa.net,Booth no.:  4.1C95,http://www.pdyh.com,,  86 510 8033 2868,  86 510 8780 2993/ 86 159 6157 8868,Wuxi Pengda Science&Technology; Co Ltd,"No 10 Huaxiang Rd, Industrial Development Zone, Wanshi Town, Yixing City, Jiangsu Province 214212, China"
su@yidongtex.com,Booth no.:  6.2F50,http://cityeast.en.alibaba.com,Upholstery Fabrics,(86) 0573 88863919,(86) 0573 88897228,"Tongxiang Yidong Textile Fabric Co.,Ltd","No.8, Tianshun Road, Tudian Industrial Park, "
jeay0216@126.com,Booth no.:  6.2N31,http://yrtex.en.alibaba.com,Upholstery Fabrics,(86)  88575783,(86)  13819031193,"Tongxiang Yongrun Textile Co.,Ltd","YONGXIU TOWN, ZHOUQUAN TOWN, TONGXIANG CITY,ZHEJIANG PROVINCE"
1043078058@qq.com,Booth no.:  3F100,,Upholstery Fabrics,(86) 0512 63173999,(86) 0512 63083666,Wujiang Zhongguan Textile Co.Ltd,"No.118,Changhong RoadShengze TownWujiangJiangsu"
service@allwin-textile.com,Booth no.:  3K77,http://www.allwin-textile.com,Upholstery Fabrics,(86) 0510 83330406,(86) 0510 83330506,"Wuxi Allwin Textile Co.,Ltd","No.2 Beigong 6 Road,214183 Yuqi Town,Wuxi,Jiangsu,China"
aileen_xue@changzhoutex.com,Booth no.:  4.1H92,http://www.changzhoutex.com,Upholstery Fabrics,(86) 0510 83890801,(86) 0510 83888758,"Wuxi Changzhou Textile Co.,Ltd","NO.29 QIBEI RD,YUQI TOWN,HUISHAN DIS,WUXI CITY"
Vancl_jack@aliyun.com,Booth no.:  6.2M37,,Upholstery Fabrics,(86)  87777193,(86)  13857388884,"Tongxiangshi Brahman Yu Textile Co.,Ltd","No.555 yongxing road, Zhouquan TownTongxiang"
txxyby@163.com,"Booth no.:  3G41,6.2M35",,Upholstery Fabrics,(86) 0573 88939178,(86) 0573 88939288,Tongxiangshi Dama Xinyi Textile Factory,"NO.3 of  industrial park of DAMA ,tongxiang city , zhejiang province "
LABON88@163.COM,Booth no.:  6.2F23,http://WWW.XINRUNDECO.COM,Upholstery Fabrics,(86) 0573 88939002,(86) 0573 88939006,Tongxiangshi Xinrun Textile Co. Ltd.,DISTRICT 5 INDUSTRIAL PARK DAMA TONGXIANG ZHEJIANG CHINA 
youchunxia.58@163.com,Booth no.:  3G53,,"Sun Protection Systems & Accessories, Sun protection accessories (curtain track, rod & motor), Outdoor textile products",(86) 0595 88398701,(86) 0595 88323701,Xusheng(Fujian)Curtain Accessories Co.Ltd,Simushan development zone Neikeng town Jianjiang city  Quanzhou Fujian China.
714741919@qq.com,Booth no.:  6.2W17,,Upholstery Fabrics,,,Yiduo Cloth Art,Zhejiang province Haining Xu Village Road No. 121 Wen Sheng
info@tex-by.com,Booth no.:  4.1B47,,,(86) 510 8358 7097,(86) 510 8100 7238,Wuxi South Textiles Co Ltd,"Wenhui Rd, Huishan District,Wuxi, Jiangsu 214177, China"
sjf@wx-yt.com,Booth no.:  5.1C96,http://www.wx-yt.com/,Upholstery Fabrics,(86) 0510 83883111,(86) 0510 83886496,Wuxi Yutong Fabric Industries Co.Ltd,"Yuqi Town, Huishan District, Wuxi City, Jiangsu, China"
tim@xsherui.com,Booth no.:  3K47,,Sun Protection Systems & Accessories,(86) 0574 65822168,(86) 0574 65625625,"Xiangshan Herui Window-Frame Co.,Ltd","YINHE ROAD 270,CHENGDONG INDUSTRIAL,XIANGSHAN,NINGBO,CHINA"
linzanyi@126.com,Booth no.:  6.2F36,,Other home textile products,(86) 0573 88865577,(86) 0573 88865566,Tongxiang Yueshun Warp Knitting Co Ltd,"426 Shuguang Road,Tudian Industrial "
wuxihemei@yeah.net,Booth no.:  3H62,http://www.chinahemei.com.cn,"Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor)",(86) 0510 88740703,(86) 0510 88740331,"Wuxi Hemei Window Ornaments New Material Co.,Ltd.",No.368 qinghong road ehu town xishan district wuxi city
yakar@yakar.com,Booth no.:  4.1G48,http://www.yakar.com,"Upholstery Fabrics, Upholstery leather & Soft decoration, Textile for Household Products, Carpet & Rugs",(90) 212 867 1329,(90) 212 867 1300,Yakar Tekstil San Ve Tic Ltd Sti,"Yassioren Mh Akpinar San Sit No 10, Arnavutkoy, Istanbul 34555, Turkey"
ca820000@163.com,Booth no.:  3N19,,Accessories,(86) 0515 82802802,(86) 0515 87751283,"Yancheng Zidong Linen Textile Co.,Ltd",ALONG THE RIVER ROAD NO.38;CHENG YANG;
haizhituo2013@126.com,Booth no.:  3A95,,"Accessories, Home textile accessories (tassels, trimmings, zipper etc)",(86) 0514 82159888,(86) 0514 82159888,Yangzhou City Hai Zhi Billiton Zipper Manufacturing Co .Ltd,"Riyuetan Pool, Hanjiang Town, HanjiangDistrict,Jiangsu,"
shawn823@163.com,Booth no.:  6.2F60,,Upholstery Fabrics,(86) 0573 88496568,(86) 0573 88497838,"Yijie Textiles (Tongxiang) Co.,Ltd","NO4-11OF DAMA INDUSTRIAL ZONE,TONGXIANG"
465096138@qq.com,Booth no.:  5.2C101,,Upholstery Fabrics,(86) 0573 87563322,(86) 0573 87562233,Yinglunfengshangtextile,"645old markrt,No.seven bridge,Xu Town,Haining"
zjyingrun@163.com,Booth no.:  4.1A55,,,  86 573 8849 8998,,Yingrun Textile & Trading Co Ltd,"Dama Development Zone, Dama Town, Tongxiang City, Zhejiang 314500, China"
sales4@sfzs.com,Booth no.:  3K71,,"Sun Protection Systems & Accessories, Sun protection systems (sunshade, roman, venetian blind), Sun protection accessories (curtain track, rod & motor)",(86) 0574 65626073,(86) 0574 65644505,"Xiangshan Shengfa Electronic Decorate Co.,Ltd","Xianxiang Industrial Zone,Xiangshan,Ningbo,China"
xiangshandanlu@126.com,Booth no.:  3K68,http://xsdanlu.cn.alibaba.com,"Sun Protection Systems & Accessories, Sun protection accessories (curtain track, rod & motor)",(86) 0574 65839192,(86) 0574 65839192,"Xiangshan Yulu Household Products Co.,Ltd",No.2 HuangZhi Road XiZhou Jown XiangShan County
739188161@qq.com,Booth no.:  6.2P13,,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0575 81160965,(86) 0575 81160967,Xiao Shan Kaida  ,keqiao
ycy@mayafab.com,Booth no.:  5.1F51,http://WWW.MAYAFAB.COM,"Upholstery Fabrics, Curtain, window screening products (fabrics & fine products)",(86) 0573 87563068,(86) 0573 87563063,"Zhe Jiang Maya Fabric Co.,Ltd.","NO.168  Xucun Road,Industrial Zone ,Haining,Zhejiang,PRC"
